IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2017,false,,,,,,,,,,,,,68.53,,,,,,68.53,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,POL,Poland,Year,2017,false,,,,,,,,,,,,,68.82,,,,,,68.82,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AMR,Americas,Country,DMA,Dominica,Year,2017,false,,,,,,,,,,,,,69.01,,,,,,69.01,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AMR,Americas,Country,BLZ,Belize,Year,2017,false,,,,,,,,,,,,,69.07,,,,,,69.07,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,BLR,Belarus,Year,2017,false,,,,,,,,,,,,,69.11,,,,,,69.11,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AMR,Americas,Country,URY,Uruguay,Year,2017,false,,,,,,,,,,,,,69.3,,,,,,69.30,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AMR,Americas,Country,CAN,Canada,Year,2017,false,,,,,,,,,,,,,69.62,,,,,,69.62,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2017,false,,,,,,,,,,,,,7.12,,,,,,7.12,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2017,false,,,,,,,,,,,,,70.13,,,,,,70.13,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2017,false,,,,,,,,,,,,,70.51,,,,,,70.51,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AMR,Americas,Country,COL,Colombia,Year,2017,false,,,,,,,,,,,,,71.04,,,,,,71.04,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2017,false,,,,,,,,,,,,,71.24,,,,,,71.24,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2017,false,,,,,,,,,,,,,71.26,,,,,,71.26,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,SVN,Slovenia,Year,2017,false,,,,,,,,,,,,,71.8,,,,,,71.80,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2017,false,,,,,,,,,,,,,71.85,,,,,,71.85,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,AND,Andorra,Year,2017,false,,,,,,,,,,,,,71.94,,,,,,71.94,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,SEAR,South-East Asia,Country,THA,Thailand,Year,2017,false,,,,,,,,,,,,,72.04,,,,,,72.04,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,IRL,Ireland,Year,2017,false,,,,,,,,,,,,,72.98,,,,,,72.98,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,SYC,Seychelles,Year,2017,false,,,,,,,,,,,,,73.04,,,,,,73.04,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,WPR,Western Pacific,Country,NRU,Nauru,Year,2017,false,,,,,,,,,,,,,73.37,,,,,,73.37,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,EST,Estonia,Year,2017,false,,,,,,,,,,,,,73.49,,,,,,73.49,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2017,false,,,,,,,,,,,,,73.51,,,,,,73.51,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,ITA,Italy,Year,2017,false,,,,,,,,,,,,,73.74,,,,,,73.74,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,AUT,Austria,Year,2017,false,,,,,,,,,,,,,73.81,,,,,,73.81,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2017,false,,,,,,,,,,,,,74.52,,,,,,74.52,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2017,false,,,,,,,,,,,,,74.59,,,,,,74.59,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2017,false,,,,,,,,,,,,,75.41,,,,,,75.41,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2017,false,,,,,,,,,,,,,75.46,,,,,,75.46,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,BWA,Botswana,Year,2017,false,,,,,,,,,,,,,75.66,,,,,,75.66,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,FRA,France,Year,2017,false,,,,,,,,,,,,,75.78,,,,,,75.78,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,WPR,Western Pacific,Country,WSM,Samoa,Year,2017,false,,,,,,,,,,,,,76,,,,,,76.00,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,BEL,Belgium,Year,2017,false,,,,,,,,,,,,,76.73,,,,,,76.73,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2017,false,,,,,,,,,,,,,77.6,,,,,,77.60,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,TUR,Türkiye,Year,2017,false,,,,,,,,,,,,,77.71,,,,,,77.71,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,FIN,Finland,Year,2017,false,,,,,,,,,,,,,78.01,,,,,,78.01,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,ROU,Romania,Year,2017,false,,,,,,,,,,,,,78.59,,,,,,78.59,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,WPR,Western Pacific,Country,TUV,Tuvalu,Year,2017,false,,,,,,,,,,,,,78.95,,,,,,78.95,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,SVK,Slovakia,Year,2017,false,,,,,,,,,,,,,79.04,,,,,,79.04,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,SSD,South Sudan,Year,2017,false,,,,,,,,,,,,,8.44,,,,,,8.44,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2017,false,,,,,,,,,,,,,80.78,,,,,,80.78,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,ISL,Iceland,Year,2017,false,,,,,,,,,,,,,81.86,,,,,,81.86,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,HRV,Croatia,Year,2017,false,,,,,,,,,,,,,82.85,,,,,,82.85,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,DNK,Denmark,Year,2017,false,,,,,,,,,,,,,83.96,,,,,,83.96,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,CZE,Czechia,Year,2017,false,,,,,,,,,,,,,84.04,,,,,,84.04,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2017,false,,,,,,,,,,,,,84.21,,,,,,84.21,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2017,false,,,,,,,,,,,,,84.44,,,,,,84.44,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,SWE,Sweden,Year,2017,false,,,,,,,,,,,,,84.71,,,,,,84.71,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2017,false,,,,,,,,,,,,,84.78,,,,,,84.78,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,NOR,Norway,Year,2017,false,,,,,,,,,,,,,85.12,,,,,,85.12,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,WPR,Western Pacific,Country,KIR,Kiribati,Year,2017,false,,,,,,,,,,,,,85.57,,,,,,85.57,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2017,false,,,,,,,,,,,,,85.71,,,,,,85.71,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,MCO,Monaco,Year,2017,false,,,,,,,,,,,,,86.91,,,,,,86.91,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,WPR,Western Pacific,Country,COK,Cook Islands,Year,2017,false,,,,,,,,,,,,,87.12,,,,,,87.12,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,SMR,San Marino,Year,2017,false,,,,,,,,,,,,,87.61,,,,,,87.61,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2017,false,,,,,,,,,,,,,89.2,,,,,,89.20,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AMR,Americas,Country,CUB,Cuba,Year,2017,false,,,,,,,,,,,,,89.22,,,,,,89.22,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,SLE,Sierra Leone,Year,2017,false,,,,,,,,,,,,,9.05,,,,,,9.05,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2017,false,,,,,,,,,,,,,9.95,,,,,,9.95,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2017,false,,,,,,,,,,,,,94.59,,,,,,94.59,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2016,false,,,,,,,,,,,,,,,,,,,,,"VEN data deleted on GHED for 2000-2017; due to the change in currency from 2021, the series are not displayable on GHED anymore (need too much decimals",EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,CMR,Cameroon,Year,2016,false,,,,,,,,,,,,,10.18,,,,,,10.18,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2016,false,,,,,,,,,,,,,11.01,,,,,,11.01,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AMR,Americas,Country,HTI,Haiti,Year,2016,false,,,,,,,,,,,,,11.02,,,,,,11.02,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,GIN,Guinea,Year,2016,false,,,,,,,,,,,,,12.3,,,,,,12.30,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,COM,Comoros,Year,2016,false,,,,,,,,,,,,,12.34,,,,,,12.34,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2016,false,,,,,,,,,,,,,12.63,,,,,,12.63,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,NGA,Nigeria,Year,2016,false,,,,,,,,,,,,,13.02,,,,,,13.02,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2016,false,,,,,,,,,,,,,13.99,,,,,,13.99,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,LBR,Liberia,Year,2016,false,,,,,,,,,,,,,14.07,,,,,,14.07,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,TGO,Togo,Year,2016,false,,,,,,,,,,,,,14.88,,,,,,14.88,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,UGA,Uganda,Year,2016,false,,,,,,,,,,,,,15.68,,,,,,15.68,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,ARM,Armenia,Year,2016,false,,,,,,,,,,,,,16.45,,,,,,16.45,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,BEN,Benin,Year,2016,false,,,,,,,,,,,,,16.84,,,,,,16.84,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,TCD,Chad,Year,2016,false,,,,,,,,,,,,,17.37,,,,,,17.37,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2016,false,,,,,,,,,,,,,18.58,,,,,,18.58,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2016,false,,,,,,,,,,,,,18.58,,,,,,18.58,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2016,false,,,,,,,,,,,,,19.9,,,,,,19.90,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,ERI,Eritrea,Year,2016,false,,,,,,,,,,,,,20.04,,,,,,20.04,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2016,false,,,,,,,,,,,,,21.19,,,,,,21.19,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2016,false,,,,,,,,,,,,,21.81,,,,,,21.81,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2016,false,,,,,,,,,,,,,22.69,,,,,,22.69,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2016,false,,,,,,,,,,,,,23.93,,,,,,23.93,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2016,false,,,,,,,,,,,,,24.29,,,,,,24.29,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,NER,Niger,Year,2016,false,,,,,,,,,,,,,24.29,,,,,,24.29,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,MWI,Malawi,Year,2016,false,,,,,,,,,,,,,24.73,,,,,,24.73,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,ETH,Ethiopia,Year,2016,false,,,,,,,,,,,,,25,,,,,,25.00,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,SEN,Senegal,Year,2016,false,,,,,,,,,,,,,25.09,,,,,,25.09,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2016,false,,,,,,,,,,,,,25.69,,,,,,25.69,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2016,false,,,,,,,,,,,,,26.35,,,,,,26.35,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2016,false,,,,,,,,,,,,,26.5,,,,,,26.50,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,SEAR,South-East Asia,Country,IND,India,Year,2016,false,,,,,,,,,,,,,26.84,,,,,,26.84,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2016,false,,,,,,,,,,,,,27.29,,,,,,27.29,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2016,false,,,,,,,,,,,,,28.57,,,,,,28.57,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2016,false,,,,,,,,,,,,,30.87,,,,,,30.87,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,BDI,Burundi,Year,2016,false,,,,,,,,,,,,,31.66,,,,,,31.66,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,MLI,Mali,Year,2016,false,,,,,,,,,,,,,32.03,,,,,,32.03,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,AFR,Africa,Country,RWA,Rwanda,Year,2016,false,,,,,,,,,,,,,32.09,,,,,,32.09,,,EN,2023-12-04T23:00:00.000Z
GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),numeric,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2016,false,,,,,,,,,,,,,32.4,,,,,,32.40,,,EN,2023-12-04T23:00:00.000Z
